Unique Merchant SKU	Product Name	Product URL	Image URL	Current Price	Stock Availability	Condition	EAN	UPC	ISBN	MPN	Shipping Rate	Original Price	Coupon Code	Coupon Code Description	Manufacturer	Product Description	Product Type	Category	Category ID	Parent SKU	Parent Name	Top Seller Rank	Estimated Ship Date	Gender	Color	Material	Size	Size Unit of Measure	Age Range	Cell Phone Plan Type	Cell Phone Service Provider	Stock Description	Product Launch Date	Product Bullet Point 1	Product Bullet Point 2	Product Bullet Point 3	Product Bullet Point 4	Product Bullet Point 5	Alternative Image URL 1	Alternative Image URL 2	Alternative Image URL 3	Alternative Image URL 4	Alternative Image URL 5	Mobile URL	Related Products	Merchandising Type	Product Weight	Zip Code	Shipping Weight	Weight Unit of Measure	Format	Unit Price	Bundle	Software Platform	Watch Display Type	ProductBid	Text1	Text2	Text3	Numeric1	Numeric2	Numeric3	Money1	Money2	Money3	Currency	Shipping Region	Labels	Promotion
7420290	Bill Squire	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7420290&u=https%3A%2F%2Fwww.vividseats.com%2Fbill-squire-tickets-portland-helium-comedy-club---portland-11-11-2026--theater-comedy%2Fproduction%2F7420290%3Futm_term%3Dproduction-7420290&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	68.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	50.40	58.93		68.00	68.00	68.00	USD			
7268955	Black Violin	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7268955&u=https%3A%2F%2Fwww.vividseats.com%2Fblack-violin-tickets-portland-arlene-schnitzer-concert-hall-4-1-2027--concerts-rb%2Fproduction%2F7268955%3Futm_term%3Dproduction-7268955&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/15-rap-hip-hop/rap-hip-hop-tickets-1.jpg	39.00														Concert																																							Arlene Schnitzer Concert Hall	Portland	1037 SW Broadway Dr, Portland, OR 97205	28.90	33.80		67.94	39.00	39.00	USD			
7464969	Blade Rave - A Vampire Themed Rave	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7464969&u=https%3A%2F%2Fwww.vividseats.com%2Fblade-rave---a-vampire-themed-rave-tickets-portland-hawthorne-theatre-10-31-2026%2Fproduction%2F7464969%3Futm_term%3Dproduction-7464969&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/60-dance-electronica/dance-electronica-tickets-1.jpg	112.00														Concert																																							Hawthorne Theatre	Portland	1507 SE 39th Ave, Portland, OR 97214	83.01	97.05		114.82	112.00	112.00	USD			
7420586	Blondshell	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7420586&u=https%3A%2F%2Fwww.vividseats.com%2Fblondshell-tickets-portland-mcmenamins-crystal-ballroom-3-5-2027%2Fproduction%2F7420586%3Futm_term%3Dproduction-7420586&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	61.00														Concert																																							McMenamins Crystal Ballroom	Portland	1332 West Burnside St, Portland, OR 97209	45.21	52.86		61.00	61.00	61.00	USD			
7047997	Blondshell	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7047997&u=https%3A%2F%2Fwww.vividseats.com%2Fblondshell-tickets-portland-mcmenamins-crystal-ballroom-10-19-2026--concerts-alternative%2Fproduction%2F7047997%3Futm_term%3Dproduction-7047997&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	147.00														Concert																																							McMenamins Crystal Ballroom	Portland	1332 West Burnside St, Portland, OR 97209	108.95	127.38		188.80	147.00	147.00	USD			
7150728	Blu Eyes	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7150728&u=https%3A%2F%2Fwww.vividseats.com%2Fblu-eyes-tickets-portland-polaris-hall-10-13-2026%2Fproduction%2F7150728%3Futm_term%3Dproduction-7150728&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/17-pop/pop-tickets-1.jpg	49.00														Concert																																							Polaris Hall	Portland	635 N Killingsworth Ct, Portland, OR 97217	36.32	42.46		49.00	49.00	49.00	USD			
7025073	Blue October	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7025073&u=https%3A%2F%2Fwww.vividseats.com%2Fblue-october-tickets-portland-roseland-theater-2-28-2027%2Fproduction%2F7025073%3Futm_term%3Dproduction-7025073&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/18-rock/rock-tickets-1.jpg	139.00														Concert																																							Roseland Theater	Portland	6 NW 6th Avenue, Portland, OR 97209	103.02	120.45		165.38	139.00	139.00	USD			
6772624	Bluey's Big Play	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6772624&u=https%3A%2F%2Fwww.vividseats.com%2Fblueys-big-play-tickets-portland-arlene-schnitzer-concert-hall-10-12-2026%2Fproduction%2F6772624%3Futm_term%3Dproduction-6772624&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/10-family/family-tickets-1.jpg	118.00														Theater																																							Arlene Schnitzer Concert Hall	Portland	1037 SW Broadway Dr, Portland, OR 97205	87.46	102.25		118.00	118.00	118.00	USD			
7382665	Bodysnatcher	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7382665&u=https%3A%2F%2Fwww.vividseats.com%2Fbodysnatcher-tickets-portland-hawthorne-theatre-11-27-2026--concerts-hard-rock%2Fproduction%2F7382665%3Futm_term%3Dproduction-7382665&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/73-hard-rock/hard-rock-tickets-1.jpg	60.00														Concert																																							Hawthorne Theatre	Portland	1507 SE 39th Ave, Portland, OR 97214	44.47	51.99		125.92	60.00	60.00	USD			
6915466	Bonnie Prince Billy	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6915466&u=https%3A%2F%2Fwww.vividseats.com%2Fbonnie-prince-billy-tickets-portland-aladdin-theater-1-31-2027%2Fproduction%2F6915466%3Futm_term%3Dproduction-6915466&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	86.00														Concert																																							Aladdin Theater	Portland	3017 SE Milwaukie Ave, Portland, OR 97202	63.74	74.52		110.00	86.00	86.00	USD			
7141518	Bonobo	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7141518&u=https%3A%2F%2Fwww.vividseats.com%2Fbonobo-tickets-portland-roseland-theater-11-15-2026--concerts-dance-electronica%2Fproduction%2F7141518%3Futm_term%3Dproduction-7141518&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/60-dance-electronica/dance-electronica-tickets-1.jpg	80.00														Concert																																							Roseland Theater	Portland	6 NW 6th Avenue, Portland, OR 97209	59.29	69.32		141.97	80.00	80.00	USD			
7039778	Booker T Jones	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7039778&u=https%3A%2F%2Fwww.vividseats.com%2Fbooker-t-jones-tickets-portland-alberta-rose-theatre-10-16-2026--concerts-pop%2Fproduction%2F7039778%3Futm_term%3Dproduction-7039778&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/17-pop/pop-tickets-1.jpg	97.00														Concert																																							Alberta Rose Theatre	Portland	3000 NE Alberta St, Portland, OR 97211	71.89	84.06		97.00	97.00	97.00	USD			
7432663	Boston Celtics at Portland Trail Blazers	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7432663&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-trail-blazers-tickets-moda-center-1-2-2027%2Fproduction%2F7432663%3Futm_term%3Dproduction-7432663&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/3-nba-basketball/nba-basketball-tickets-1.jpg	59.00														Sport																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	43.73	51.13		225.28	59.00	59.00	USD			
6530906	Boston Legacy FC at Portland Thorns FC	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6530906&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-thorns-fc-tickets-providence-park-10-3-2026--sports-soccer%2Fproduction%2F6530906%3Futm_term%3Dproduction-6530906&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/34-soccer/soccer-tickets-1.jpg	27.00														Sport																																							Providence Park	Portland	1844 SW Morrison St., Portland, OR 97205	20.01	23.40		53.48	27.00	27.00	USD			
7079576	Boston Manor	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7079576&u=https%3A%2F%2Fwww.vividseats.com%2Fboston-manor-tickets-portland-hawthorne-theatre-11-24-2026--concerts-rock%2Fproduction%2F7079576%3Futm_term%3Dproduction-7079576&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/18-rock/rock-tickets-1.jpg	66.00														Concert																																							Hawthorne Theatre	Portland	1507 SE 39th Ave, Portland, OR 97214	48.92	57.19		126.36	66.00	66.00	USD			
7165954	Boy Harsher	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7165954&u=https%3A%2F%2Fwww.vividseats.com%2Fboy-harsher-tickets-portland-revolution-hall-portland-10-10-2026%2Fproduction%2F7165954%3Futm_term%3Dproduction-7165954&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/60-dance-electronica/dance-electronica-tickets-1.jpg	88.00														Concert																																							Revolution Hall Portland	Portland	1300 SE Stark Street #110, Portland, OR 97214	65.22	76.26		93.00	88.00	88.00	USD			
6996570	Boz Scaggs	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6996570&u=https%3A%2F%2Fwww.vividseats.com%2Fboz-scaggs-tickets-portland-arlene-schnitzer-concert-hall-9-16-2026%2Fproduction%2F6996570%3Futm_term%3Dproduction-6996570&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/21-adult-contemporary/adult-contemporary-tickets-1.jpg	103.00														Concert																																							Arlene Schnitzer Concert Hall	Portland	1037 SW Broadway Dr, Portland, OR 97205	76.34	89.26		118.00	103.00	103.00	USD			
7140857	Brad Williams	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7140857&u=https%3A%2F%2Fwww.vividseats.com%2Fbrad-williams-tickets-portland-arlene-schnitzer-concert-hall-1-8-2027--theater-comedy%2Fproduction%2F7140857%3Futm_term%3Dproduction-7140857&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	66.00														Theater																																							Arlene Schnitzer Concert Hall	Portland	1037 SW Broadway Dr, Portland, OR 97205	48.92	57.19		160.15	66.00	66.00	USD			
7559785	Brandy Clark	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7559785&u=https%3A%2F%2Fwww.vividseats.com%2Fbrandy-clark-tickets-portland-revolution-hall-portland-2-4-2027--concerts-country-and-folk%2Fproduction%2F7559785%3Futm_term%3Dproduction-7559785&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/14-country-folk/country-folk-tickets-1.jpg	156.00														Concert																																							Revolution Hall Portland	Portland	1300 SE Stark Street #110, Portland, OR 97214	115.62	135.18		156.00	156.00	156.00	USD			
7453285	Brett Goldstein	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7453285&u=https%3A%2F%2Fwww.vividseats.com%2Fbrett-goldstein-tickets-portland-keller-auditorium-11-14-2026%2Fproduction%2F7453285%3Futm_term%3Dproduction-7453285&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	231.00														Theater																																							Keller Auditorium	Portland	222 SW Clay St, Portland, OR 97201	171.21	200.18		352.03	231.00	231.00	USD			
7054758	Brincos Dieras	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7054758&u=https%3A%2F%2Fwww.vividseats.com%2Fbrincos-dieras-tickets-portland-newmark-theatre-10-2-2026%2Fproduction%2F7054758%3Futm_term%3Dproduction-7054758&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/52-latin-music/latin-music-tickets-1.jpg	187.00														Concert																																							Newmark Theatre	Portland	1111 S.W. Broadway, Portland, OR 97201	138.60	162.05		187.00	187.00	187.00	USD			
7431979	Brooklyn Nets at Portland Trail Blazers	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7431979&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-trail-blazers-tickets-moda-center-12-29-2026%2Fproduction%2F7431979%3Futm_term%3Dproduction-7431979&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/3-nba-basketball/nba-basketball-tickets-1.jpg	35.00														Sport																																							Moda Center	Portland	1 N Center Ct St, Portland, OR 97227	25.94	30.33		170.49	35.00	35.00	USD			
7104571	Bryson Tiller	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104571&u=https%3A%2F%2Fwww.vividseats.com%2Fbryson-tiller-tickets-portland-veterans-memorial-coliseum---portland-10-29-2026--concerts-rb%2Fproduction%2F7104571%3Futm_term%3Dproduction-7104571&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/15-rap-hip-hop/rap-hip-hop-tickets-1.jpg	40.00														Concert																																							Veterans Memorial Coliseum - Portland	Portland	300 Winning Way, Portland, OR 97227	29.65	34.66		109.10	40.00	40.00	USD			
6705497	Buck Meek	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6705497&u=https%3A%2F%2Fwww.vividseats.com%2Fbuck-meek-tickets-portland-mississippi-studios-12-4-2026%2Fproduction%2F6705497%3Futm_term%3Dproduction-6705497&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/14-country-folk/country-folk-tickets-1.jpg	59.00														Concert																																							Mississippi Studios	Portland	3939 N Mississippi Ave, Portland, OR 97227	43.73	51.13		61.25	59.00	59.00	USD			
7009459	Buena Vista Orchestra	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7009459&u=https%3A%2F%2Fwww.vividseats.com%2Fbuena-vista-orchestra-tickets-portland-aladdin-theater-11-1-2026%2Fproduction%2F7009459%3Futm_term%3Dproduction-7009459&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/16-classical/classical-tickets-1.jpg	99.00														Concert																																							Aladdin Theater	Portland	3017 SE Milwaukie Ave, Portland, OR 97202	73.37	85.79		111.13	99.00	99.00	USD			
7004996	Bumpin Uglies	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7004996&u=https%3A%2F%2Fwww.vividseats.com%2Fbumpin-uglies-tickets-portland-the-den---portland-10-11-2026%2Fproduction%2F7004996%3Futm_term%3Dproduction-7004996&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	74.00														Concert																																							The Den - Portland	Portland	116 SE Yamhill St, Portland, OR 97217	54.85	64.13		120.85	74.00	74.00	USD			
7464541	Bunii	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7464541&u=https%3A%2F%2Fwww.vividseats.com%2Fbunii-tickets-portland-wonder-ballroom-10-27-2026%2Fproduction%2F7464541%3Futm_term%3Dproduction-7464541&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	54.00														Concert																																							Wonder Ballroom	Portland	128 NE Russell St, Portland, OR 97212	40.02	46.79		112.13	54.00	54.00	USD			
6963210	Buzz Kull with Spike Hellis	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=6963210&u=https%3A%2F%2Fwww.vividseats.com%2Fspike-hellis-tickets-portland-star-theater-portland-10-10-2026%2Fproduction%2F6963210%3Futm_term%3Dproduction-6963210&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/60-dance-electronica/dance-electronica-tickets-1.jpg	60.00														Concert																																							Star Theater Portland	Portland	13 Northwest 6th Ave, Portland, OR 97209	44.47	51.99		106.75	60.00	60.00	USD			
7283201	Buzzcocks	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7283201&u=https%3A%2F%2Fwww.vividseats.com%2Fbuzzcocks-tickets-portland-wonder-ballroom-11-5-2026--concerts-alternative%2Fproduction%2F7283201%3Futm_term%3Dproduction-7283201&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/74-alternative/alternative-tickets-1.jpg	91.00														Concert																																							Wonder Ballroom	Portland	128 NE Russell St, Portland, OR 97212	67.44	78.86		110.97	91.00	91.00	USD			
7325791	CID	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7325791&u=https%3A%2F%2Fwww.vividseats.com%2Fcid-tickets-portland-realm-10-24-2026%2Fproduction%2F7325791%3Futm_term%3Dproduction-7325791&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/60-dance-electronica/dance-electronica-tickets-1.jpg	49.00														Concert																																							Realm	Portland	615 SE Alder St, Portland, OR 97214	36.32	42.46		116.43	49.00	49.00	USD			
7080446	Caitlin Peluffo	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7080446&u=https%3A%2F%2Fwww.vividseats.com%2Fcaitlin-peluffo-tickets-portland-helium-comedy-club---portland-3-4-2027--theater-comedy%2Fproduction%2F7080446%3Futm_term%3Dproduction-7080446&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	68.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	50.40	58.93		68.00	68.00	68.00	USD			
7080483	Caitlin Peluffo	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7080483&u=https%3A%2F%2Fwww.vividseats.com%2Fcaitlin-peluffo-tickets-portland-helium-comedy-club---portland-3-6-2027--theater-comedy%2Fproduction%2F7080483%3Futm_term%3Dproduction-7080483&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	72.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	53.36	62.39		72.00	72.00	72.00	USD			
7080481	Caitlin Peluffo	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7080481&u=https%3A%2F%2Fwww.vividseats.com%2Fcaitlin-peluffo-tickets-portland-helium-comedy-club---portland-3-6-2027--theater-comedy%2Fproduction%2F7080481%3Futm_term%3Dproduction-7080481&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	84.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	62.26	72.79		92.25	84.00	84.00	USD			
7459720	Caitlin Peluffo	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7459720&u=https%3A%2F%2Fwww.vividseats.com%2Fcaitlin-peluffo-tickets-portland-helium-comedy-club---portland-3-5-2027--theater-comedy%2Fproduction%2F7459720%3Futm_term%3Dproduction-7459720&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	81.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	60.03	70.19		96.75	81.00	81.00	USD			
7080490	Caitlin Peluffo	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7080490&u=https%3A%2F%2Fwww.vividseats.com%2Fcaitlin-peluffo-tickets-portland-helium-comedy-club---portland-3-7-2027--theater-comedy%2Fproduction%2F7080490%3Futm_term%3Dproduction-7080490&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	68.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	50.40	58.93		68.00	68.00	68.00	USD			
7238184	Calgary Hitmen at Portland Winterhawks	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7238184&u=https%3A%2F%2Fwww.vividseats.com%2Fportland-winterhawks-tickets-veterans-memorial-coliseum---portland-12-12-2026--sports-hockey%2Fproduction%2F7238184%3Futm_term%3Dproduction-7238184&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/39-hockey/hockey-tickets-1.jpg	35.00														Sport																																							Veterans Memorial Coliseum - Portland	Portland	300 Winning Way, Portland, OR 97227	25.94	30.33		49.94	35.00	35.00	USD			
7362685	Cam Bertrand	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7362685&u=https%3A%2F%2Fwww.vividseats.com%2Fcam-bertrand-tickets-portland-helium-comedy-club---portland-11-3-2026%2Fproduction%2F7362685%3Futm_term%3Dproduction-7362685&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/11-comedy/comedy-tickets-1.jpg	74.00														Theater																																							Helium Comedy Club - Portland	Portland	1510 SE 9th Ave, Portland, OR 97214	54.85	64.13		87.60	74.00	74.00	USD			
7012872	Cameron Whitcomb	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7012872&u=https%3A%2F%2Fwww.vividseats.com%2Fcameron-whitcomb-tickets-portland-mcmenamins-crystal-ballroom-10-13-2026%2Fproduction%2F7012872%3Futm_term%3Dproduction-7012872&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/14-country-folk/country-folk-tickets-1.jpg	88.00														Concert																																							McMenamins Crystal Ballroom	Portland	1332 West Burnside St, Portland, OR 97209	65.22	76.26		110.88	88.00	88.00	USD			
7104085	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104085&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-11-7-2026%2Fproduction%2F7104085%3Futm_term%3Dproduction-7104085&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104033	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104033&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-25-2026%2Fproduction%2F7104033%3Futm_term%3Dproduction-7104033&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104025	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104025&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-18-2026%2Fproduction%2F7104025%3Futm_term%3Dproduction-7104025&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104037	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104037&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-30-2026%2Fproduction%2F7104037%3Futm_term%3Dproduction-7104037&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104061	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104061&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-9-26-2026%2Fproduction%2F7104061%3Futm_term%3Dproduction-7104061&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104023	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104023&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-17-2026%2Fproduction%2F7104023%3Futm_term%3Dproduction-7104023&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104013	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104013&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-9-2026%2Fproduction%2F7104013%3Futm_term%3Dproduction-7104013&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104083	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104083&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-11-6-2026%2Fproduction%2F7104083%3Futm_term%3Dproduction-7104083&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104009	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104009&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-4-2026%2Fproduction%2F7104009%3Futm_term%3Dproduction-7104009&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104089	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104089&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-11-14-2026%2Fproduction%2F7104089%3Futm_term%3Dproduction-7104089&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
7104065	Can Cans Hitchcock Hotel	https://vivid-seats.pxf.io/c/4969747/1017970/12730?prodsku=7104065&u=https%3A%2F%2Fwww.vividseats.com%2Fcan-cans-hitchcock-hotel-tickets-portland-paris-theatre---portland-10-3-2026%2Fproduction%2F7104065%3Futm_term%3Dproduction-7104065&intsrc=CATF_7904	https://media.vsstatic.com/image/upload/hero/category/62-arts-theater/arts-theater-tickets-1.jpg	86.00														Theater																																							Can Can's Paris Theatre	Portland	6 SW 3rd Ave, Portland, OR 97204	63.74	74.52		86.00	86.00	86.00	USD			
